ID,Action,Question,Options
399,KEEP,"A lightning rod with sharp tip reduces damage risk. Which one of the following is the primary reason for it?","A. It attracts lightning directly.   |   B. The sharp tip reduces the local electric field.   |   C. It enhances field and promotes continuous corona discharge.   |   D. It repels charged clouds."
400,KEEP,"A periscope uses two plane mirrors inclined at 45°. If the tube of the periscope is filled with a complete transparent liquid of refractive index 1.5, then which one of the following is correct in respect of the image seen?","A. The image will remain unchanged.   |   B. The image will appear laterally shifted.   |   C. The image will appear 1.5 times brighter.   |   D. The image will appear 1.5 times darker."
401,KEEP,"It has been observed that a mirror always forms the image between the pole and the focus, irrespective of the location of the object. Which one of the following is correct in respect of the nature of the mirror?","A. It is a plane mirror.   |   B. It is a convex mirror.   |   C. It is a concave mirror of small focal length.   |   D. It is a concave mirror of large focal length."
402,KEEP,"What is the upward force acting on a skydiver of mass 60 kg who is falling at a uniform speed of 2 m/s?","A. 0   |   B. 60 N   |   C. 588 N   |   D. 708 N"
403,KEEP,"With respect to electromagnetic waves, the human eye is sensitive to","A. both electric and magnetic fields   |   B. electric field only   |   C. magnetic field only   |   D. infrared part of the electromagnetic spectrum"
404,KEEP,"Three wires each of length L, cross-sectional area A and resistivity ρ are connected as shown in the figure. These are to be replaced by another wire of same resistivity such that the resistance between points X and Z does not change. If L1 is the length and A1 is the cross-sectional area of the new wire, then which one among the following is correct?","A. L1 = 3L and A1 = 2A   |   B. L1 = L and A1 = A   |   C. L1 = 2L and A1 = 3A   |   D. L1 = 2L and A1 = 2A"
405,KEEP,"A light ray is falling on a face of an equilateral glass prism as shown in the figure. Which one of the following diagrams correctly shows the complete path of the ray through the glass prism?","A. (a)   |   B. (b)   |   C. (c)   |   D. (d)"
406,KEEP,"A glass slab of refractive index 1.5 is cut in the shape of a parallelepiped ABCD as shown in the figure. Surface BC is polished to form a perfect reflector. Light is incident at surface AB from inside at an angle π/3. Which one of the following is the correct angle ABC (θ) such that the reflected light retraces its path?","A. π/6   |   B. π/3   |   C. π/4   |   D. 5π/12"
407,KEEP,"The force-time (F-t) graph of a 10 kg moving object is shown below: What is the final speed of the object?","A. 0   |   B. 15 m/s   |   C. 30 m/s   |   D. 40 m/s"
408,KEEP,"If x is the number of electrons and y is the number of nucleons present in 32/16 S^2-, then which one of the following is correct?","A. x = 14 and y = 32   |   B. x = 16 and y = 30   |   C. x = 18 and y = 32   |   D. x = 18 and y = 30"
409,KEEP,"Which one of the following forms of carbon is thermodynamically most stable?","A. Coal   |   B. Graphite   |   C. Diamond   |   D. Fullerene"
410,KEEP,"Consider the following statements: I. A colloid and a suspension are heterogeneous mixtures. II. Colloids can be separated from the mixture by the process of centrifugation. III. Particles of colloids and suspensions can be seen by naked eye. IV. The aqueous solution of copper sulphate does not show Tyndall effect; however, the mixture of milk and water shows Tyndall effect. Which of the statements given above is/are correct?","A. I only   |   B. II and III only   |   C. I, II and III   |   D. I, II and IV"
411,KEEP,"A non-volatile solid solute may be separated from a solution by which of the following processes? I. Evaporation II. Crystallization","A. I only   |   B. II only   |   C. Both I and II   |   D. Neither I nor II"
412,KEEP,"Which of the following are oxidation reactions? I. Rusting of iron II. Burning of fuel III. Rancidity of oils and fats IV. Browning of fruits","A. I, II and III only   |   B. I, II and IV only   |   C. III and IV only   |   D. I, II, III and IV"
413,KEEP,"Consider the following statement: ""Acids are substances that dissociate in water to give hydrogen ions H+ (aq), and bases are substances that produce hydroxyl ions OH- (aq)."" The above statement is based on which one of the following concepts?","A. Brønsted-Lowry concept   |   B. Lewis acid-base concept   |   C. Arrhenius concept   |   D. Conjugate acid-base concept"
414,KEEP,"Superphosphate of lime—a phosphate fertilizer—is obtained by the reaction of","A. calcium phosphate with sodium hydroxide   |   B. calcium phosphate with sulphuric acid   |   C. calcium phosphate with hydrogen chloride   |   D. calcium phosphate with nitric acid"
415,KEEP,"1.7 g of silver nitrate is dissolved in 100 g of water, and 0.585 g of sodium chloride is dissolved in 100 g of water. Both are mixed and a chemical reaction occurs. 1.435 g of silver chloride and 0.85 g of sodium nitrate are formed. Which law of chemical combination is shown by the above reaction?","A. Law of multiple proportions   |   B. Law of conservation of mass   |   C. Law of reciprocal proportions   |   D. Law of constant proportions"
416,KEEP,"Consider the following pairs: I. Pigment : TiO2 II. Drier : Turpentine III. Thinner : Naphthenates IV. Antiskinning agent : Polyhydroxy phenol How many of the pairs given above are correctly matched?","A. One   |   B. Two   |   C. Three   |   D. All the four"
417,KEEP,"Consider the following statements: I. Pine oil is used as antifoaming agent in the emulsion paints. II. Protective colloids are used in the emulsion paints to decrease their stability. III. Driers having oxidizable oils are added to the emulsion paints to accelerate drying process. Which of the statements given above is/are correct?","A. I and II   |   B. I only   |   C. II and III   |   D. I and III"
418,KEEP,"Consider the following: I. AlCl3 II. NH3 III. BF3 IV. FeCl3 How many of the above are Lewis acids?","A. One   |   B. Two   |   C. Three   |   D. All the four"
419,KEEP,"Consider the following statements: I. Soaps are sodium or potassium salts of long-chain carboxylic acids. II. The properties of catenation and isomerism in the element carbon are attributed to existence of large number of organic compounds than inorganic compounds. III. Carbon dioxide is acidic but carbon monoxide is neutral molecule. Which of the statements given above are correct?","A. I and II only   |   B. II and III only   |   C. I and III only   |   D. I, II and III"
420,KEEP,"Which of the following is/are the physical test(s) employed for the manufacture of paper? I. Mechanical and strength properties II. Surface properties III. Optical properties IV. Permeability to fluids Select the correct answer using the code given below.","A. I only   |   B. II and III only   |   C. I, II and III only   |   D. I, II, III and IV"
421,KEEP,"Consider the following pairs of reactions and properties: I. Fe(s) + 2HCl(aq) -> FeCl2(aq) + H2(g) : Fe is reductant II. Zn(s) + CuSO4(aq) -> ZnSO4(aq) + Cu(s) : Cu is being reduced III. Br2(l) + 2I-(aq) -> 2Br-(aq) + I2(s) : Br2 is reductant IV. CH4(g) + 2O2(g) -> CO2(g) + 2H2O(l) : C atom in CH4 is oxidized Which of the above pairs are correct?","A. I and II only   |   B. II, III and IV   |   C. I, II and IV   |   D. I, III and IV"
422,KEEP,"Which of the following properties of alveoli is/are helpful in gaseous exchange during respiration in human beings? I. The epithelial lining of alveoli is very thin. II. Elastic fibres are present in alveolar wall. III. Wall of alveoli is surrounded by many blood capillaries. Select the correct answer using the code given below.","A. I and II only   |   B. I and III only   |   C. III only   |   D. I, II and III"
423,KEEP,"Which of the following tissues in plants is usually without protoplast and regarded as dead cells?","A. Collenchyma   |   B. Parenchyma   |   C. Sclerenchyma   |   D. Xylem parenchyma"
424,KEEP,"In which cell does the first meiotic cell division take place during the process of spermatogenesis?","A. Spermatogonium   |   B. Primary spermatocyte   |   C. Secondary spermatocyte   |   D. Sertoli cell"
425,KEEP,"Consider the following statements in respect of cell and its structure: I. All cells possess cell wall. II. All cells have ribosomes present inside. III. All cells have well-organized nucleus. IV. All cells have linear DNA molecules present in them. Which of the statements given above is/are correct?","A. II and III   |   B. II only   |   C. II and IV   |   D. I and III"
426,KEEP,"Which part of the plant or flower contributes in the form of false fruit like apple?","A. Petal   |   B. Sepal   |   C. Stamen   |   D. Thalamus"
427,KEEP,"In which of the following parts of organisms, the process of gaseous exchange during respiration does not take place?","A. Skin of earthworms   |   B. Bronchi of humans   |   C. Gills of Pila   |   D. Alveoli of humans"
428,KEEP,"Which one of the following parts of an ovule possesses reserve food?","A. Integument   |   B. Funicle   |   C. Chalaza   |   D. Nucellus"
429,KEEP,"Which one of the following respiratory volumes of human lung is the lowest?","A. Residual volume   |   B. Tidal volume   |   C. Inspiratory reserve volume   |   D. Expiratory reserve volume"
430,KEEP,"Which one of the following valves guards the opening between the right ventricle and the pulmonary artery?","A. Bicuspid valve   |   B. Semilunar valve   |   C. Mitral valve   |   D. Tricuspid valve"
431,KEEP,"Consider the following statements: I. Earthquake waves are basically of two types, namely body waves and surface waves. II. The body waves interact with the surface rocks and generate surface waves. Which of the statements given above is/are correct?","A. I only   |   B. II only   |   C. Both I and II   |   D. Neither I nor II"
432,KEEP,"Consider the following statements regarding the Earth's crust: I. The continental crust is thinner under fold mountains. II. The mean thickness of ocean crust is 30 km. III. The Earth's crust is brittle in nature. Which of the statements given above is/are correct?","A. I only   |   B. I and II   |   C. III only   |   D. I, II and III"
433,KEEP,"Which of the following are associated with composite volcanoes? I. They result in explosive eruptions. II. They eject pyroclastic materials. III. Pyroclastic materials and ashes accumulate near the vent, forming layers. Select the correct answer using the code given below.","A. I and II only   |   B. II and III only   |   C. I and III only   |   D. I, II and III"
